Date,P.therm,Temp,SN,War,COban,Pban
26/11/2021,222,5.27,7.505,0,0,0
27/11/2021,222,3.65,8.062,0,0,0
28/11/2021,222,1.4,7.943,0,0,0
29/11/2021,234,0.97,7.458,0,0,0
30/11/2021,229,9.85,5.842,0,0,0
01/12/2021,239,8.18,6.324,0,0,0
02/12/2021,231.5,2.34,6.592,0,0,0
03/12/2021,228,5.95,7.618,0,0,0
04/12/2021,228,6.09,5.549,0,0,0
05/12/2021,228,5.56,5.95,0,0,0
06/12/2021,229,4.22,6.998,0,0,0
07/12/2021,240.8,4.76,7.918,0,0,0
08/12/2021,259,6.47,7.175,0,0,0
09/12/2021,250.5,6.36,6.736,0,0,0
10/12/2021,262,5.98,6.382,0,0,0
11/12/2021,262,5.58,5.249,0,0,0
12/12/2021,262,11.88,5.375,0,0,0
13/12/2021,293.5,10.39,6.203,0,0,0
14/12/2021,318,10.95,6.625,0,0,0
15/12/2021,315,11.83,7.558,0,0,0
16/12/2021,344,10.91,7.501,0,0,0
17/12/2021,339,8.93,7.308,0,0,0
18/12/2021,339,8.2,8.042,0,0,0
19/12/2021,339,4.97,7.795,0,0,0
20/12/2021,376,6.19,7.923,0,0,0
21/12/2021,457.5,4.3,9.705,0,0,0
22/12/2021,401,1.71,10.043,0,0,0
23/12/2021,300.5,7.86,9.812,0,0,0
24/12/2021,230,8.53,7.895,0,0,0
25/12/2021,230,7.18,7.273,0,0,0
26/12/2021,230,7.31,7.548,0,0,0
27/12/2021,253,9.1,6.634,0,0,0
28/12/2021,253,10.02,5.745,0,0,0
29/12/2021,181,11.13,6.005,0,0,0
30/12/2021,173.5,14,6.609,0,0,0
31/12/2021,130,13.58,7.529,0,0,0
01/01/2022,130,13.23,6.833,0,0,0
02/01/2022,130,11.38,6.787,0,0,0
03/01/2022,130,9.63,6.776,0,0,0
04/01/2022,199,5,5.916,0,0,0
05/01/2022,230,2.91,6.271,0,0,0
06/01/2022,230,2.18,6.343,0,0,0
07/01/2022,200,3.77,7.233,0,0,0
08/01/2022,200,6.15,7.475,0,0,0
09/01/2022,200,4.28,7.565,0,0,0
10/01/2022,205.95,5.37,5.875,0,0,0
11/01/2022,190,9.17,6.881,0,0,0
12/01/2022,178,4.02,6.854,0,0,0
13/01/2022,204,2.54,5.796,0,0,0
14/01/2022,203.5,2.25,4.778,0,0,0
15/01/2022,203.5,2.65,5.442,0,0,0
16/01/2022,203.5,5.8,4.817,0,0,0
17/01/2022,184.5,3.46,3.725,0,0,0
18/01/2022,191,1.97,4.268,0,0,0
19/01/2022,180,6.04,4.139,0,0,0
20/01/2022,183,2.99,3.379,0,0,0
21/01/2022,190,1.8,3.603,0,0,0
22/01/2022,190,4.82,4.676,0,0,0
23/01/2022,190,5.43,4.288,0,0,0
24/01/2022,222,4.29,5.085,0,0,0
25/01/2022,220,2.4,5.706,0,0,0
26/01/2022,215.75,5.1,5.916,0,0,0
27/01/2022,214.75,8.12,6.742,0,0,0
28/01/2022,220,5.35,6.737,0,0,0
29/01/2022,220,10.46,6.699,0,0,0
30/01/2022,220,4.88,5.541,0,0,0
31/01/2022,195,6.72,5.408,0,0,0
01/02/2022,175,10.22,6.074,0,0,0
02/02/2022,176,9.82,5.656,0,0,0
03/02/2022,184,8.98,4.847,0,0,0
04/02/2022,190.5,6.95,5.509,0,0,0
05/02/2022,190.5,6.66,5.231,0,0,0
06/02/2022,190.5,9.15,5.233,0,0,0
07/02/2022,182,6.9,4.611,0,0,0
08/02/2022,178,11.05,4.851,0,0,0
09/02/2022,183,10.14,4.552,0,0,0
10/02/2022,177.5,5.92,3.773,0,0,0
11/02/2022,181,3.97,2.877,0,0,0
12/02/2022,181,5.46,3.341,0,0,0
13/02/2022,181,8.28,4.654,0,0,0
14/02/2022,188.5,7.3,5.847,0,0,0
15/02/2022,160,7.17,7.548,0,0,0
16/02/2022,164.5,12.66,6.916,0,0,0
17/02/2022,175.75,9.68,7.198,0,0,0
18/02/2022,173,8.17,6.603,0,0,0
19/02/2022,173,6.11,6.653,0,0,0
20/02/2022,173,10.09,8.318,0,0,0
21/02/2022,171,7.87,7.922,0,0,0
22/02/2022,188,9.16,7.382,0,0,0
23/02/2022,210,6.9,7.754,0,0,0
24/02/2022,284,6.34,7.235,1,0,0
25/02/2022,209,6.15,6.633,1,0,0
26/02/2022,209,4.81,6.204,1,0,0
27/02/2022,209,5.93,5.427,1,0,0
28/02/2022,235,8.77,5.535,1,0,0
01/03/2022,296,8.13,7.586666667,1,0,0
02/03/2022,402,6.79,6.247,1,0,0
03/03/2022,350,8.43,5.706,1,0,0
04/03/2022,468,7.32,6.277,1,0,0
05/03/2022,468,6.11,5.837,1,0,0
06/03/2022,468,5.26,6.282,1,0,0
07/03/2022,512,4.6,6.929,1,0,0
08/03/2022,490,6.36,7.413,1,0,0
09/03/2022,342,10.03,8.074,1,0,0
10/03/2022,285,11.71,8.628,1,0,0
11/03/2022,318,10.23,8.502,1,0,0
12/03/2022,318,9.65,8.058,1,0,0
13/03/2022,318,9.37,7.584,1,0,0
14/03/2022,262,7.86,7.672,1,0,0
15/03/2022,267.25,10.06,7.943,1,0,0
16/03/2022,235,9.05,9.067,1,0,0
17/03/2022,246,8.07,8.879,1,0,0
18/03/2022,220,9.12,7.019,1,0,0
19/03/2022,220,10.04,7.051,1,0,0
20/03/2022,220,7.87,7.468,1,0,0
21/03/2022,214,8.61,7.97,1,0,0
22/03/2022,222,13.23,7.892,1,0,0
23/03/2022,246,12.11,7.515,1,0,0
24/03/2022,232,11.09,7.773,1,0,0
25/03/2022,218.5,10.73,7.508,1,0,0
26/03/2022,218.5,11.21,7.575,1,0,0
27/03/2022,218.5,8.71,7.58,1,0,0
28/03/2022,250,9.53,7.837,1,0,0
29/03/2022,253,9.51,8.879,1,0,0
30/03/2022,278,7.48,9.383,1,0,0
31/03/2022,285,3.74,9.759,1,0,0
01/04/2022,252,4.38,9.2,1,0,0
02/04/2022,252,4.1,7.998,1,0,0
03/04/2022,252,4.69,8.794,1,0,0
04/04/2022,229,9.61,8.884,1,0,0
05/04/2022,230,11.99,8.523,1,0,0
06/04/2022,238,10.95,8.989,1,0,0
07/04/2022,234,9.73,9.021,1,0,0
08/04/2022,210,6.83,9.256,1,0,0
09/04/2022,210,7.09,10.206,1,0,0
10/04/2022,210,7.75,10.378,1,0,0
11/04/2022,186,11.82,10.082,1,0,0
12/04/2022,185,13.45,9.881,1,0,0
13/04/2022,200,13.72,9.683,1,0,0
14/04/2022,110,13.26,9.105,1,0,0
15/04/2022,110,15.12,10.417,1,0,0
16/04/2022,110,13.76,10.246,1,0,0
17/04/2022,110,13.06,9.843,1,0,0
18/04/2022,110,12.55,10.547,1,0,0
19/04/2022,161.5,11.81,10.534,1,0,0
20/04/2022,143,12.33,11.287,1,0,0
21/04/2022,137.5,12.73,11.532,1,0,0
22/04/2022,135.03,11.77,11.934,1,0,0
23/04/2022,135.03,12.93,11.792,1,0,0
24/04/2022,135.03,12.71,11.527,1,0,0
25/04/2022,118,9.79,11.787,1,0,0
26/04/2022,150,10.45,10.483,1,0,0
27/04/2022,121,9.13,9.579,1,0,0
28/04/2022,114,10.2,9.231,1,0,0
29/04/2022,90,8.99,9.098,1,0,0
30/04/2022,90,10.95,9.592,1,0,0
01/05/2022,90,11.85,10.289,1,0,0
02/05/2022,91,12.47,10.291,1,0,0
03/05/2022,114,12.88,10.864,1,0,0
04/05/2022,106,13.45,10.639,1,0,0
05/05/2022,102,13.88,11.376,1,0,0
06/05/2022,70,15.11,11.519,1,0,0
07/05/2022,70,14.88,12.319,1,0,0
08/05/2022,70,13.8,13.617,1,0,0
09/05/2022,40,14.94,14.098,1,0,0
10/05/2022,38,16.01,13.808,1,0,0
11/05/2022,46.5,13.61,13.136,1,0,0
12/05/2022,40,13.05,12.562,1,0,0
13/05/2022,70,14.97,12.34,1,0,0
14/05/2022,70,15.39,12.012,1,0,0
15/05/2022,70,15.47,11.33,1,0,0
16/05/2022,95,16.5,12.152,1,0,0
17/05/2022,82.5,18.71,13.204,1,0,0
18/05/2022,97,17.36,12.81,1,0,0
19/05/2022,87.5,17.32,13.157,1,0,0
20/05/2022,109,14.09,13.977,1,0,0
21/05/2022,109,15.02,14.147,1,0,0
22/05/2022,109,16.74,14.749,1,0,0
23/05/2022,126.5,14.51,15.274,1,0,0
24/05/2022,119,13.27,14.151,1,0,0
25/05/2022,100.5,13.7,14.568,1,0,0
26/05/2022,87,15.58,15.156,1,0,0
27/05/2022,140,16.34,16.163,1,0,0
28/05/2022,140,13.93,16.229,1,0,0
29/05/2022,140,12.25,15.388,1,0,0
30/05/2022,150,10.14,14.737,1,0,0
31/05/2022,130,11.57,15.416,1,0,0
01/06/2022,98,12.96,15.959,1,0,0
02/06/2022,98,14.95,16.711,1,0,0
03/06/2022,98,17.11,16.757,1,0,0
04/06/2022,98,15.54,15.389,1,0,0
05/06/2022,98,12.82,14.248,1,0,0
06/06/2022,128,14.22,14.86,1,0,0
07/06/2022,120,16.38,15.091,1,0,0
08/06/2022,86,17.45,15.683,1,0,0
09/06/2022,12,16,15.817,1,0,0
10/06/2022,90,18.57,15.717,1,0,0
11/06/2022,90,17.44,15.681,1,0,0
12/06/2022,90,16.65,16.394,1,0,0
13/06/2022,149,16.25,16.234,1,0,0
14/06/2022,166,18.1,16.788,1,0,0
15/06/2022,226,20.35,17.023,1,0,0
16/06/2022,95,21.85,16.329,1,0,0
17/06/2022,150,24.38,16.546,1,0,0
18/06/2022,150,18.49,17.455,1,0,0
19/06/2022,150,14.59,17.174,1,0,0
20/06/2022,165,17.03,17.715,1,0,0
21/06/2022,195,18.63,17.797,1,0,0
22/06/2022,177,20.4,17.323,1,0,0
23/06/2022,174,19.33,16.72,1,0,0
24/06/2022,147,17.97,17.642,1,0,0
25/06/2022,147,16.25,18.465,1,0,0
26/06/2022,147,16.42,18.833,1,0,0
27/06/2022,142,15.58,18.526,1,0,0
28/06/2022,158,16.48,17.705,1,0,0
29/06/2022,162,16.84,17.196,1,0,0
30/06/2022,157,15.76,17.442,1,0,0
01/07/2022,161.5,16.05,18.02,1,0,0
02/07/2022,161.5,16.86,18.718,1,0,0
03/07/2022,161.5,17.45,17.857,1,0,0
04/07/2022,229,17.6,18.342,1,0,0
05/07/2022,264,17.54,18.854,1,0,0
06/07/2022,175,19.12,19.16,1,0,0
07/07/2022,222,20.06,18.909,1,0,0
08/07/2022,175,21.76,18.907,1,0,0
09/07/2022,175,21.58,18.803,1,0,0
10/07/2022,175,22.05,19.144,1,0,0
11/07/2022,221,24.1,18.223,1,0,0
12/07/2022,247,25.08,17.363,1,0,0
13/07/2022,277,24.04,17.794,1,0,0
14/07/2022,220,20.15,18.803,1,0,0
15/07/2022,175,20.02,18.699,1,0,0
16/07/2022,175,21.55,18.833,1,0,0
17/07/2022,175,23.45,20.298,1,0,0
18/07/2022,167,27.25,21.15,1,0,0
19/07/2022,187,29.38,20.873,1,0,0
20/07/2022,251.5,21.68,20.674,1,0,0
21/07/2022,285.25,19.84,19.881,1,0,0
22/07/2022,263,19.3,19.651,1,0,0
23/07/2022,263,20.44,20.479,1,0,0
24/07/2022,263,22.1,20.968,1,0,0
25/07/2022,257,20.04,20.452,1,0,0
26/07/2022,335,17.92,20.719,1,0,0
27/07/2022,350,17.99,20.054,1,0,0
28/07/2022,320,19.48,19.248,1,0,0
29/07/2022,262,20.93,17.736,1,0,0
30/07/2022,262,21.17,17.746,1,0,0
31/07/2022,262,22.51,18.002,1,0,0
01/08/2022,269,21.97,18.815,1,0,0
02/08/2022,245,21.98,18.857,1,0,0
03/08/2022,285,21.58,18.922,1,0,0
04/08/2022,257,20.33,19.158,1,0,0
05/08/2022,275,18.65,18.727,1,0,0
06/08/2022,275,18.43,18.556,1,0,0
07/08/2022,275,20.49,19.269,1,0,0
08/08/2022,280,22.17,19.414,1,0,0
09/08/2022,286,21.64,19.09,1,0,0
10/08/2022,252,22.43,18.355,1,0,0
11/08/2022,341,24.23,18.545,1,0,0
12/08/2022,365,25.07,18.631,1,0,0
13/08/2022,365,25.78,18.84,1,0,0
14/08/2022,365,25.65,18.192,1,0,0
15/08/2022,376,23.53,17.977,1,0,0
16/08/2022,360,20.33,18.297,1,0,0
17/08/2022,374,19.04,17.527,1,0,0
18/08/2022,378.5,21.19,18.195,1,0,0
19/08/2022,361,20.72,18.433,1,0,0
20/08/2022,361,18.84,17.727,1,0,0
21/08/2022,361,19.01,17.835,1,0,0
22/08/2022,484,18.57,18.336,1,0,0
23/08/2022,400,21.08,18.752,1,0,0
24/08/2022,507.5,23.33,18.559,1,0,0
25/08/2022,525,19,17.414,1,0,0
26/08/2022,550,18.3,17.958,1,0,0
27/08/2022,550,19.78,18.441,1,0,0
28/08/2022,550,18.76,17.948,1,0,0
29/08/2022,550,18.57,17.854,1,0,0
30/08/2022,415,18.64,16.994,1,0,0
31/08/2022,295,18.87,16.56,1,0,0
01/09/2022,350,18.82,15.674,1,0,0
02/09/2022,150,19.43,16.069,1,0,0
03/09/2022,150,18.85,16.362,1,0,0
04/09/2022,150,19.67,17.177,1,0,0
05/09/2022,256,19.2,17.275,1,0,0
06/09/2022,160,17.65,16.995,1,0,0
07/09/2022,250,17.2,16.364,1,0,0
08/09/2022,360,15.64,16.577,1,0,0
09/09/2022,335,16.73,16.406,1,0,0
10/09/2022,335,16.69,16.255,1,0,0
11/09/2022,335,17.3,16.056,1,0,0
12/09/2022,325,19.89,15.94,1,0,0
13/09/2022,364,17.45,16.049,1,0,0
14/09/2022,381,17.11,16.449,1,0,0
15/09/2022,296,15.23,16.081,1,0,0
16/09/2022,275,13.18,16.201,1,0,0
17/09/2022,275,11.65,15.829,1,0,0
18/09/2022,275,13.14,15.468,1,0,0
19/09/2022,251,14.13,15.767,1,0,0
20/09/2022,255,14.4,15.423,1,0,0
21/09/2022,237,16.38,15.681,1,0,0
22/09/2022,254,14.93,15.361,1,0,0
23/09/2022,215,15.67,14.365,1,0,0
24/09/2022,215,13.56,13.966,1,0,0
25/09/2022,215,12.55,14.606,1,0,0
26/09/2022,180,12.74,14.424,1,0,0
27/09/2022,200,10.81,14.579,1,0,0
28/09/2022,232,9.81,14.762,1,0,0
29/09/2022,180,10.31,14.825,1,0,0
30/09/2022,175,11.5,14.463,1,0,0
01/10/2022,175,15.23,13.716,1,0,0
02/10/2022,175,14.5,14.145,1,0,0
03/10/2022,154.75,12.06,13.698,1,0,0
04/10/2022,130,15.48,13.068,1,0,0
05/10/2022,122,15.73,13.042,1,0,0
06/10/2022,176,12.83,13.569,1,0,0
07/10/2022,170,14.47,12.615,1,0,0
08/10/2022,170,11.33,12.511,1,0,0
09/10/2022,170,10.63,13.455,1,0,0
10/10/2022,160,11.68,12.316,1,0,0
11/10/2022,172,9.03,12.137,1,0,0
12/10/2022,182.1,11.09,12.856,1,0,0
13/10/2022,130,13.48,12.02,1,0,0
14/10/2022,93.5,12.25,12.353,1,0,0
15/10/2022,93.5,12.15,11.821,1,0,0
16/10/2022,93.5,13.6,11.755,1,0,0
17/10/2022,58,15.78,12.751,1,0,0
18/10/2022,20,11.56,12.765,1,0,0
19/10/2022,59,14.04,12.878,1,0,0
20/10/2022,96,14.4,13.287,1,0,0
21/10/2022,60,14.26,12.521,1,0,0
22/10/2022,60,14.78,12.327,1,0,0
23/10/2022,60,14.88,11.693,1,0,0
24/10/2022,43,14.1,12.035,1,0,0
25/10/2022,31,13.69,12.935,1,0,0
26/10/2022,54,16.03,11.775,1,0,0
27/10/2022,65,16.07,11.799,1,0,0
28/10/2022,82,15.35,10.808,1,0,0
29/10/2022,82,15.95,10.641,1,0,0
30/10/2022,82,14.24,10.917,1,0,0
31/10/2022,67.5,13.69,10.676,1,0,0
01/11/2022,50,12.39,11.37,1,0,0
02/11/2022,129.5,11.95,10.979,1,0,0
03/11/2022,118,10.22,9.389,1,0,0
04/11/2022,109,8.78,8.363,1,0,0
05/11/2022,109,10.23,8.327,1,0,0
06/11/2022,109,12.28,7.874,1,0,0
07/11/2022,85,13.17,8.872,1,0,0
08/11/2022,97,12.95,9.769,1,0,0
09/11/2022,92,11.54,8.584,1,0,0
10/11/2022,92,12.95,9.324,1,0,0
11/11/2022,98,14.33,9.846,1,0,0
12/11/2022,98,12.04,9.636,1,0,0
13/11/2022,98,11.6,9.868,1,0,0
14/11/2022,100,10.85,9.101,1,0,0
15/11/2022,112.5,10.85,10.076,1,0,0
16/11/2022,80,9.66,10.077,1,0,0
17/11/2022,104,9.82,9.232,1,0,0
18/11/2022,104,9.54,9.096,1,0,0
19/11/2022,104,7.91,8.245,1,0,0
20/11/2022,104,7.45,6.929,1,0,0
21/11/2022,111.5,6.42,7.392,1,0,0
22/11/2022,117,6.42,7.32,1,0,0
23/11/2022,121,8.4,8.131,1,0,0
24/11/2022,154,9.21,7.047,1,0,0
25/11/2022,153,9.09,7.38,1,0,0
26/11/2022,153,10.21,7.289,1,0,0
27/11/2022,153,11.33,6.982,1,0,0
28/11/2022,279,7.3,7.377,1,0,0
29/11/2022,319,6.25,7.47,1,0,0
30/11/2022,325,6.73,6.43,1,0,0
01/12/2022,335,5.05,5.944,1,0,0
02/12/2022,327,5.51,6.175,1,0,0
03/12/2022,327,6.02,6.288,1,0,0
04/12/2022,327,4.68,7.205,1,0,0
05/12/2022,336,6,5.404,1,1,0
06/12/2022,344,4.79,6.043,1,1,0
07/12/2022,381.5,2.36,6.887,1,1,0
08/12/2022,346.5,-0.52,7.652,1,1,0
09/12/2022,360,-0.3,6.934,1,1,0
10/12/2022,360,-1.32,6.876,1,1,0
11/12/2022,360,-1.8,6.734,1,1,0
12/12/2022,341,-0.03,5.174,1,1,0
13/12/2022,344,-0.55,5.913,1,1,0
14/12/2022,331,-0.68,6.467,1,1,0
15/12/2022,343,-2.33,7.245,1,1,0
16/12/2022,282,-2.16,8.17,1,1,0
17/12/2022,282,-1.41,8.246,1,1,0
18/12/2022,282,2.59,7.922,1,1,0
19/12/2022,245,12.27,8.649,1,1,0
20/12/2022,228,9.45,7.942,1,1,0
21/12/2022,204,7.88,7.888,1,1,0
22/12/2022,194,8.98,9.143,1,1,0
23/12/2022,155,9.7,9.185,1,1,0
24/12/2022,155,8.69,9.681,1,1,0
25/12/2022,155,10.12,8.165,1,1,0
26/12/2022,155,6.62,6.891,1,1,0
27/12/2022,155,6.75,7.141,1,1,0
28/12/2022,155.75,10.6,6.581,1,1,0
29/12/2022,169,8.39,5.88,1,1,0
30/12/2022,180,10.03,6.368,1,1,0
31/12/2022,180,12.6,7.301,1,1,0
01/01/2023,180,10.38,7.687,1,1,0
02/01/2023,180,5.48,7.056,1,1,0
03/01/2023,150,8.4,7.35,1,1,0
04/01/2023,134,12.55,6.881,1,1,0
05/01/2023,146,11.49,5.699,1,1,0
06/01/2023,160.03,9.81,5.608,1,1,0
07/01/2023,160.03,10.31,5.873,1,1,0
08/01/2023,160.03,7.02,6.697,1,1,0
09/01/2023,175,6.59,7.215,1,1,0
10/01/2023,155.5,9,6.972,1,1,0
11/01/2023,155,8.84,5.42,1,1,0
12/01/2023,164.5,10.93,6.902,1,1,0
13/01/2023,158,8.13,6.368,1,1,0
14/01/2023,158,8.99,5.708,1,1,0
15/01/2023,158,5.19,4.89,1,1,0
16/01/2023,140,2.82,5.482,1,1,0
17/01/2023,149,-2.1,5.218,1,1,0
18/01/2023,160.25,0.5,3.892,1,1,0
19/01/2023,156,0.73,3.532,1,1,0
20/01/2023,173,2.88,3.805,1,1,0
21/01/2023,173,1.18,2.882,1,1,0
22/01/2023,173,-2.59,2.754,1,1,0
23/01/2023,164,-0.95,4.308,1,1,0
24/01/2023,149,2.67,4.277,1,1,0
25/01/2023,148,0.95,4.897,1,1,0
26/01/2023,142,5.18,5.021,1,1,0
27/01/2023,143,4.6,5.768,1,1,0
28/01/2023,143,4.22,7.05,1,1,0
29/01/2023,143,6.08,6.868,1,1,0
30/01/2023,141,6.78,7.437,1,1,0
31/01/2023,148,7.47,5.879,1,1,0
01/02/2023,150.5,7.67,6.03,1,1,0
02/02/2023,143.5,9.2,7.025,1,1,0
03/02/2023,153,10.23,6.738,1,1,0
04/02/2023,153,8.63,5.903,1,1,0
05/02/2023,153,5.49,6.387,1,1,1
06/02/2023,149,4.19,5.772,1,1,1
07/02/2023,148,1.55,5.844,1,1,1
08/02/2023,136.75,1.12,5.222,1,1,1
09/02/2023,133,3.85,5.989,1,1,1
10/02/2023,139.5,3.98,5.558,1,1,1
11/02/2023,139.5,8.68,4.436,1,1,1
12/02/2023,139.5,7.92,3.532,1,1,1
13/02/2023,130.5,7.51,3.812,1,1,1
14/02/2023,131.5,4.15,5.011,1,1,1
15/02/2023,135.75,7.53,5.931,1,1,1
16/02/2023,124,10.14,7.386,1,1,1
17/02/2023,120.5,12.36,7.407,1,1,1
18/02/2023,120.5,11.53,7.245,1,1,1
19/02/2023,120.5,9.6,6.67,1,1,1
20/02/2023,121.75,9.43,6.926,1,1,1
21/02/2023,123.5,8.01,8.981,1,1,1
22/02/2023,126.5,7.24,7.826,1,1,1
23/02/2023,128,6.1,7.406,1,1,1
24/02/2023,131,4.53,7.169,1,1,1
25/02/2023,131,4.88,6.761,1,1,1
26/02/2023,131,3.91,6.344,1,1,1
27/02/2023,120,4.02,5.964,1,1,1
28/02/2023,121,4.77,5.112,1,1,1
01/03/2023,126.75,5.89,5.333,1,1,1
02/03/2023,124.2,4.88,6.202,1,1,1
03/03/2023,118,5.53,5.66,1,1,1
04/03/2023,118,5.68,6.17,1,1,1
05/03/2023,118,3.9,5.956,1,1,1
06/03/2023,115,5.5,6.26,1,1,1
07/03/2023,119,2.9,6.992,1,1,1
08/03/2023,115.3,1.9,7.115,1,1,1
09/03/2023,121,6.29,8.014,1,1,1
10/03/2023,132,4.7,8.689,1,1,1
11/03/2023,132,3.18,8.506,1,1,1
12/03/2023,132,10.01,7.989,1,1,1
13/03/2023,126,12.13,7.711,1,1,1
14/03/2023,116.5,6.67,7.867,1,1,1
15/03/2023,106,4.72,8,1,1,1
16/03/2023,103,10.85,9.302,1,1,1
17/03/2023,101,11.73,8.892,1,1,1
18/03/2023,101,10.65,6.947,1,1,1
19/03/2023,101,8.54,7.334,1,1,1
20/03/2023,92.5,10.2,7.78,1,1,1
21/03/2023,97,11.18,7.803,1,1,1
22/03/2023,94,11.8,7.674,1,1,1
23/03/2023,102,11.3,7.771,1,1,1
24/03/2023,102,9.58,7.738,1,1,1
25/03/2023,102,10.52,7.421,1,1,1
26/03/2023,102,7.58,7.709,1,1,1
27/03/2023,102.2,7.22,7.68,1,1,1
28/03/2023,99,7.13,7.575,1,1,1
29/03/2023,104,11.25,8.499,1,1,1
30/03/2023,105.5,11.25,8.988,1,1,1
